PersonnelNumber,YearsExperience,Skill Id,Index,Rating,Area,Area id
E00414,14,47,10,3,AppDev,1
E00414,4,49,11,3,AppDev,1
E00414,2,124,12,2,AppDev,1
E00414,1,134,13,2,AppDev,1
E00414,3,135,14,2,AppDev,1
E00414,2,145,15,2,AppDev,1
E00414,2,146,16,2,AppDev,1
E00414,1,153,17,2,AppDev,1
E00414,2,156,18,2,AppDev,1
E00414,6,185,19,3,AppDev,1
E00414,1,189,20,2,AppDev,1
E00414,3,199,21,3,AppDev,1
E00414,2,232,22,3,AppDev,1
E00414,4,243,23,3,AppDev,1
E00414,7,245,24,3,AppDev,1
E00414,5,246,25,3,AppDev,1
E00414,4,247,26,3,AppDev,1
E00414,3,249,27,3,AppDev,1
E00414,14,252,28,3,AppDev,1
E00414,3,253,29,3,AppDev,1
E00414,3,254,30,3,AppDev,1
E00414,1,260,31,2,AppDev,1
E00414,1,265,32,2,AppDev,1
E00414,1,269,33,2,AppDev,1
E00414,7,378,34,3,AppDev,1
E00414,2,421,35,2,AppDev,1
E00414,5,423,36,3,AppDev,1
E00414,2,424,37,2,AppDev,1
E00414,7,425,38,3,AppDev,1
E00414,3,427,39,3,AppDev,1
E00414,4,429,40,3,AppDev,1
E00414,10,432,41,3,AppDev,1
E00414,10,433,42,3,AppDev,1
E00414,10,442,43,3,AppDev,1
E00414,17,446,44,3,AppDev,1
E00414,15,447,45,3,AppDev,1
E00414,2,448,46,3,AppDev,1
E00414,6,546,47,3,AppDev,1
E00414,1,547,48,3,AppDev,1
E00414,1,549,49,2,AppDev,1
E00414,6,551,50,3,AppDev,1
E00414,3,571,51,3,AppDev,1
E00414,14,572,52,3,AppDev,1
E00414,3,573,53,3,AppDev,1
E00414,1,591,54,3,AppDev,1
E00423,8,46,1,3,QA,4
E00423,10,49,2,2,QA,4
E00423,8,125,3,2,QA,4
E00423,2,182,4,4,QA,4
E00423,20,218,5,5,QA,4
E00423,10,219,6,3,QA,4
E00423,10,254,7,4,QA,4
E00423,2,262,8,1,QA,4
E00423,2,269,9,1,QA,4
E00423,1,303,10,1,QA,4
E00423,2,378,11,2,QA,4
E00423,20,452,12,5,QA,4
E00423,1,454,13,1,QA,4
E00423,2,531,14,2,QA,4
E00423,10,572,15,3,QA,4
E00423,10,576,16,4,QA,4
E00423,20,585,17,4,QA,4
E00423,10,587,18,4,QA,4
E00423,2,591,19,3,QA,4
E00423,20,600,20,5,QA,4
E00423,15,601,21,4,QA,4
E00423,20,603,22,5,QA,4
E00423,20,610,23,4,QA,4
E00423,12,614,24,4,QA,4
E00423,15,617,25,4,QA,4
E00423,1,707,26,1,QA,4
E00423,5,729,27,2,QA,4
E00427,4,139,1,2,AppDev,1
E00427,6,195,2,4,AppDev,1
E00427,15,196,3,5,AppDev,1
E00427,16,222,4,3,AppDev,1
E00427,16,225,5,5,AppDev,1
E00427,5,229,6,4,AppDev,1
E00427,15,235,7,5,AppDev,1
E00427,20,238,8,5,AppDev,1
E00427,8,245,9,4,AppDev,1
E00427,4,253,10,4,AppDev,1
E00427,10,254,11,5,AppDev,1
E00427,10,337,12,2,AppDev,1
E00427,4,378,13,3,AppDev,1
E00427,10,422,14,4,AppDev,1
E00427,4,423,15,4,AppDev,1
E00427,15,424,16,5,AppDev,1
E00427,26,425,17,5,AppDev,1
E00427,1,426,18,3,AppDev,1
E00427,15,427,19,5,AppDev,1
E00427,5,428,20,4,AppDev,1
E00427,5,429,21,4,AppDev,1
E00427,25,431,22,5,AppDev,1
E00427,26,432,23,5,AppDev,1
E00427,25,433,24,5,AppDev,1
E00427,26,444,25,4,AppDev,1
E00427,20,451,26,5,AppDev,1
E00427,8,454,27,4,AppDev,1
E00427,2,490,28,2,AppDev,1
E00427,2,493,29,2,AppDev,1
E00427,2,570,30,1,AppDev,1
E00427,9,572,31,4,AppDev,1
E00427,5,575,32,4,AppDev,1
E00427,3,580,33,3,AppDev,1
E00427,10,581,34,4,AppDev,1
E00427,8,583,35,3,AppDev,1
E00427,25,584,36,5,AppDev,1
E00427,12,585,37,3,AppDev,1
E00427,16,586,38,4,AppDev,1
E00431,0.5,4,1,1,AppDev,1
E00431,1.5,14,2,2,AppDev,1
E00431,5,15,3,3,AppDev,1
E00431,5,18,4,3,AppDev,1
E00431,5,25,5,3,AppDev,1
E00431,5,26,6,3,AppDev,1
E00431,5,28,7,3,AppDev,1
E00431,2,29,8,2,AppDev,1
E00431,2,30,9,2,AppDev,1
E00431,2,45,10,2,AppDev,1
E00431,7,47,11,3,AppDev,1
E00431,5,50,12,3,AppDev,1
E00431,7,124,13,3,AppDev,1
E00431,2,125,14,2,AppDev,1
E00431,5,127,15,3,AppDev,1
E00431,2,128,16,3,AppDev,1
E00431,3,130,17,3,AppDev,1
E00431,5,143,18,3,AppDev,1
E00431,2,144,19,3,AppDev,1
E00431,4,145,20,3,AppDev,1
E00431,5,146,21,3,AppDev,1
E00431,7,151,22,3,AppDev,1
E00431,7,156,23,3,AppDev,1
E00431,5,159,24,3,AppDev,1
E00431,5,169,25,3,AppDev,1
E00431,5,181,26,3,AppDev,1
E00431,7,183,27,3,AppDev,1
E00431,5,189,28,3,AppDev,1
E00431,2,263,29,3,AppDev,1
E00431,3,271,30,3,AppDev,1
E00431,0.3,304,31,1,AppDev,1
E00431,5,352,32,3,AppDev,1
E00431,1,354,33,2,AppDev,1
E00431,11,378,34,3,AppDev,1
E00431,11,420,35,3,AppDev,1
E00431,3,478,36,3,AppDev,1
E00431,3,475,37,3,AppDev,1
E00431,1,497,38,2,AppDev,1
E00431,4,535,39,3,AppDev,1
E00431,7,538,40,3,AppDev,1
E00431,1,564,41,2,AppDev,1
E00434,2,10,1,2,AppDev,1
E00434,10,17,2,3,AppDev,1
E00434,7,18,3,2,AppDev,1
E00434,6,26,4,3,AppDev,1
E00434,4,28,5,3,AppDev,1
E00434,10,29,6,3,AppDev,1
E00434,14,47,7,3,AppDev,1
E00434,14,50,8,3,AppDev,1
E00434,7,124,9,3,AppDev,1
E00434,4,142,10,3,AppDev,1
E00434,5,145,11,3,AppDev,1
E00434,10,146,12,3,AppDev,1
E00434,18,151,13,3,AppDev,1
E00434,8,156,14,3,AppDev,1
E00434,5,159,15,3,AppDev,1
E00434,1,165,16,3,AppDev,1
E00434,4,169,17,3,AppDev,1
E00434,2,184,18,3,AppDev,1
E00434,3,269,19,3,AppDev,1
E00434,4,271,20,3,AppDev,1
E00434,10,337,21,4,AppDev,1
E00434,10,338,22,4,AppDev,1
E00434,10,339,23,4,AppDev,1
E00434,8,340,24,4,AppDev,1
E00434,10,341,25,4,AppDev,1
E00434,3,343,26,4,AppDev,1
E00434,8,344,27,4,AppDev,1
E00434,10,345,28,4,AppDev,1
E00434,7,332,29,4,AppDev,1
E00434,4,334,30,4,AppDev,1
E00434,4,336,31,4,AppDev,1
E00434,2,356,32,3,AppDev,1
E00434,2,358,33,3,AppDev,1
E00434,6,433,34,3,AppDev,1
E00434,2,479,35,3,AppDev,1
E00434,2,491,36,1,AppDev,1
E00434,3,535,37,3,AppDev,1
E00434,8,538,38,3,AppDev,1
E00434,2,545,39,3,AppDev,1
E00440,3,18,1,3,AppDev,1
E00440,3,26,2,3,AppDev,1
E00440,0.5,30,3,2,AppDev,1
E00440,0.3,31,4,2,AppDev,1
E00440,3,33,5,3,AppDev,1
E00440,2,34,6,3,AppDev,1
E00440,3,40,7,3,AppDev,1
E00440,10,47,8,3,AppDev,1
E00440,4,49,9,3,AppDev,1
E00440,4,50,10,3,AppDev,1
E00440,6,50,11,3,AppDev,1
E00440,1,52,12,1,AppDev,1
E00440,1.5,85,13,3,AppDev,1
E00440,1,86,14,1,AppDev,1
E00440,3,125,15,3,AppDev,1
E00440,4,145,16,3,AppDev,1
E00440,2,153,17,3,AppDev,1
E00440,10,191,18,3,AppDev,1
E00440,4,222,19,2,AppDev,1
E00440,3,224,20,3,AppDev,1
E00440,4,226,21,3,AppDev,1
E00440,1,232,22,3,AppDev,1
E00440,4,238,23,3,AppDev,1
E00440,4,252,24,3,AppDev,1
E00440,2,257,25,3,AppDev,1
E00440,2,260,26,3,AppDev,1
E00440,2,261,27,3,AppDev,1
E00440,2,262,28,3,AppDev,1
E00440,0.5,272,29,2,AppDev,1
E00440,0.5,304,30,2,AppDev,1
E00440,0.3,305,31,2,AppDev,1
E00440,3,346,32,3,AppDev,1
E00440,0.5,374,33,2,AppDev,1
E00440,3,376,34,2,AppDev,1
E00440,1,392,35,3,AppDev,1
E00440,7,420,36,3,AppDev,1
E00440,4,421,37,3,AppDev,1
E00440,0.8,427,38,3,AppDev,1
E00440,1,431,39,3,AppDev,1
E00440,6,433,40,3,AppDev,1
E00440,15,446,41,3,AppDev,1
E00440,2,447,42,3,AppDev,1
E00440,2,471,43,3,AppDev,1
E00440,7,532,44,3,AppDev,1
E00440,3,535,45,3,AppDev,1
E00440,5,538,46,3,AppDev,1
E00440,6,572,47,3,AppDev,1
E00440,2,580,48,3,AppDev,1
E00440,5,727,49,3,AppDev,1
E00443,5,245,1,3,PM,2
E00443,20,448,2,4,PM,2
E00443,8,572,3,4,PM,2
E00456,4,8,1,3,QA,4
E00456,1,47,2,2,QA,4
E00456,1,49,3,2,QA,4
E00456,2,150,4,2,QA,4
E00456,2,164,5,2,QA,4
E00456,3,168,6,3,QA,4
E00456,1,182,7,2,QA,4
E00456,8,450,8,3,QA,4
E00456,2,452,9,3,QA,4
E00456,5,600,10,3,QA,4
E00456,5,601,11,3,QA,4
E00456,7,602,12,3,QA,4
E00456,7,603,13,3,QA,4
E00456,7,604,14,3,QA,4
E00456,7,605,15,3,QA,4
E00456,7,607,16,3,QA,4
E00456,7,609,17,3,QA,4
E00456,7,610,18,3,QA,4
E00456,7,611,19,3,QA,4
E00456,1,613,20,3,QA,4
E00456,1,617,21,3,QA,4
E00456,2,618,22,3,QA,4
E00456,4,620,23,3,QA,4
E00456,3,622,24,3,QA,4
E00456,4,623,25,3,QA,4
E00456,7,625,26,3,QA,4
E00456,2,651,27,3,QA,4
E00456,2,657,28,3,QA,4
E00456,2,661,29,3,QA,4
E00456,7,662,30,3,QA,4
E00456,1,666,31,3,QA,4
E00456,2,667,32,3,QA,4
E00456,2,671,33,3,QA,4
E00456,2,672,34,3,QA,4
E00456,4,684,35,3,QA,4
E00458,2,2,1,3,AppDev,1
E00458,2,3,2,3,AppDev,1
E00458,2,6,3,3,AppDev,1
E00458,2,10,4,3,AppDev,1
E00458,25,14,5,5,AppDev,1
E00458,2,16,6,3,AppDev,1
E00458,17,17,7,5,AppDev,1
E00458,7,18,8,5,AppDev,1
E00458,13,21,9,5,AppDev,1
E00458,5,26,10,5,AppDev,1
E00458,6,28,11,5,AppDev,1
E00458,18,29,12,5,AppDev,1
E00458,1,36,13,3,AppDev,1
E00458,1,42,14,3,AppDev,1
E00458,6,45,15,5,AppDev,1
E00458,27,46,16,5,AppDev,1
E00458,20,47,17,5,AppDev,1
E00458,12,49,18,5,AppDev,1
E00458,18,50,19,5,AppDev,1
E00458,18,56,20,5,AppDev,1
E00458,16,127,21,5,AppDev,1
E00458,3,135,22,3,AppDev,1
E00458,3,142,23,4,AppDev,1
E00458,3,143,24,5,AppDev,1
E00458,5,145,25,5,AppDev,1
E00458,25,151,26,5,AppDev,1
E00458,3,169,27,5,AppDev,1
E00458,16,183,28,5,AppDev,1
E00458,16,190,29,5,AppDev,1
E00458,25,192,30,5,AppDev,1
E00458,3,263,31,4,AppDev,1
E00458,4,264,32,3,AppDev,1
E00458,1,268,33,3,AppDev,1
E00458,4,269,34,3,AppDev,1
E00458,3,271,35,4,AppDev,1
E00458,1,303,36,3,AppDev,1
E00458,3,352,37,5,AppDev,1
E00458,2,374,38,3,AppDev,1
E00458,23,376,39,5,AppDev,1
E00458,1,377,40,3,AppDev,1
E00458,26,378,41,5,AppDev,1
E00458,8,385,42,5,AppDev,1
E00458,1,408,43,3,AppDev,1
E00458,12,413,44,5,AppDev,1
E00458,16,421,45,5,AppDev,1
E00458,15,424,46,5,AppDev,1
E00458,12,432,47,5,AppDev,1
E00458,16,442,48,5,AppDev,1
E00458,20,447,49,5,AppDev,1
E00458,10,448,50,5,AppDev,1
E00458,2,456,51,5,AppDev,1
E00458,11,460,52,5,AppDev,1
E00458,2,462,53,4,AppDev,1
E00458,10,463,54,5,AppDev,1
E00458,9,466,55,5,AppDev,1
E00458,1,480,56,3,AppDev,1
E00458,8,483,57,5,AppDev,1
E00458,11,471,58,5,AppDev,1
E00458,10,472,59,5,AppDev,1
E00458,2,473,60,3,AppDev,1
E00458,8,475,61,5,AppDev,1
E00458,2,490,62,3,AppDev,1
E00458,2,492,63,3,AppDev,1
E00458,6,496,64,5,AppDev,1
E00458,4,534,65,5,AppDev,1
E00458,6,535,66,5,AppDev,1
E00458,8,537,67,5,AppDev,1
E00458,11,538,68,5,AppDev,1
E00458,3,542,69,3,AppDev,1
E00458,6,571,70,5,AppDev,1
E00458,14,572,71,5,AppDev,1
E00458,8,707,72,3,AppDev,1
E00461,1,4,1,2,AppDev,1
E00461,1,5,2,2,AppDev,1
E00461,4,14,3,3,AppDev,1
E00461,1,17,4,2,AppDev,1
E00461,2,18,5,2,AppDev,1
E00461,3,23,6,3,AppDev,1
E00461,7,24,7,3,AppDev,1
E00461,11,25,8,3,AppDev,1
E00461,4,26,9,3,AppDev,1
E00461,3,28,10,3,AppDev,1
E00461,2,29,11,2,AppDev,1
E00461,1,30,12,2,AppDev,1
E00461,1,41,13,1,AppDev,1
E00461,10,47,14,3,AppDev,1
E00461,12,50,15,3,AppDev,1
E00461,2,56,16,2,AppDev,1
E00461,4,105,17,3,AppDev,1
E00461,1,107,18,2,AppDev,1
E00461,1,108,19,2,AppDev,1
E00461,1,125,20,2,AppDev,1
E00461,1,133,21,2,AppDev,1
E00461,1,134,22,2,AppDev,1
E00461,1,142,23,3,AppDev,1
E00461,3,143,24,3,AppDev,1
E00461,1,144,25,2,AppDev,1
E00461,6,145,26,3,AppDev,1
E00461,12,146,27,3,AppDev,1
E00461,1,147,28,2,AppDev,1
E00461,1,150,29,3,AppDev,1
E00461,12,151,30,3,AppDev,1
E00461,4,152,31,3,AppDev,1
E00461,10,156,32,3,AppDev,1
E00461,3,159,33,3,AppDev,1
E00461,2,160,34,3,AppDev,1
E00461,1,165,35,1,AppDev,1
E00461,2,167,36,3,AppDev,1
E00461,4,169,37,3,AppDev,1
E00461,1,179,38,2,AppDev,1
E00461,1,232,39,2,AppDev,1
E00461,1,238,40,2,AppDev,1
E00461,1,247,41,2,AppDev,1
E00461,2,248,42,2,AppDev,1
E00461,1,252,43,1,AppDev,1
E00461,1,252,44,2,AppDev,1
E00461,5,253,45,3,AppDev,1
E00461,1,254,46,3,AppDev,1
E00461,3,271,47,2,AppDev,1
E00461,1,275,48,2,AppDev,1
E00461,1,339,49,2,AppDev,1
E00461,1,374,50,1,AppDev,1
E00461,3,378,51,2,AppDev,1
E00461,5,423,52,3,AppDev,1
E00461,1,427,53,2,AppDev,1
E00461,1,433,54,1,AppDev,1
E00461,9,446,55,3,AppDev,1
E00461,2,450,56,2,AppDev,1
E00461,2,455,57,2,AppDev,1
E00461,3,478,58,2,AppDev,1
E00461,3,479,59,3,AppDev,1
E00461,2,471,60,2,AppDev,1
E00461,1,488,61,2,AppDev,1
E00461,1,500,62,2,AppDev,1
E00461,1,501,63,2,AppDev,1
E00461,1,531,64,2,AppDev,1
E00461,2,618,65,2,AppDev,1
E00461,2,625,66,2,AppDev,1
E00461,1,671,67,2,AppDev,1
E00461,1,707,68,1,AppDev,1
E00467,2,426,1,3,QA,4
E00467,1,431,2,3,QA,4
E00467,2,432,3,3,QA,4
E00467,7,600,4,3,QA,4
E00467,2,601,5,2,QA,4
E00467,3,604,6,3,QA,4
E00467,6,607,7,3,QA,4
E00467,5,609,8,3,QA,4
E00467,2,610,9,2,QA,4
E00467,3,611,10,3,QA,4
E00467,1,619,11,2,QA,4
E00467,5,620,12,3,QA,4
E00467,5,623,13,3,QA,4
E00467,4,662,14,3,QA,4
E00470,0.5,6,1,2,AppDev,1
E00470,0.5,14,2,2,AppDev,1
E00470,0.5,15,3,2,AppDev,1
E00470,4,26,4,4,AppDev,1
E00470,0.5,30,5,2,AppDev,1
E00470,1,45,6,2,AppDev,1
E00470,8,47,7,4,AppDev,1
E00470,7,50,8,3,AppDev,1
E00470,1,124,9,2,AppDev,1
E00470,2.5,143,10,3,AppDev,1
E00470,4,146,11,4,AppDev,1
E00470,5,151,12,4,AppDev,1
E00470,6,156,13,3,AppDev,1
E00470,1,159,14,2,AppDev,1
E00470,1,178,15,3,AppDev,1
E00470,3,189,16,3,AppDev,1
E00470,1,339,17,2,AppDev,1
E00470,2,374,18,3,AppDev,1
E00470,0.5,380,19,2,AppDev,1
E00470,3,420,20,3,AppDev,1
E00470,1,433,21,3,AppDev,1
E00470,2,535,22,3,AppDev,1
E00470,7,538,23,4,AppDev,1
E00471,2,17,1,2,AppDev,1
E00471,6,18,2,3,AppDev,1
E00471,1,23,3,3,AppDev,1
E00471,5,26,4,3,AppDev,1
E00471,6,26,5,3,AppDev,1
E00471,3,28,6,3,AppDev,1
E00471,6,47,7,3,AppDev,1
E00471,1,49,8,2,AppDev,1
E00471,4,56,9,3,AppDev,1
E00471,4,134,10,2,AppDev,1
E00471,3,142,11,4,AppDev,1
E00471,3,143,12,4,AppDev,1
E00471,7,145,13,3,AppDev,1
E00471,10,146,14,4,AppDev,1
E00471,9,151,15,4,AppDev,1
E00471,4,152,16,3,AppDev,1
E00471,7,156,17,3,AppDev,1
E00471,2,160,18,3,AppDev,1
E00471,5,166,19,4,AppDev,1
E00471,5,167,20,4,AppDev,1
E00471,4,169,21,3,AppDev,1
E00471,1,263,22,2,AppDev,1
E00471,3,375,23,2,AppDev,1
E00471,5,378,24,3,AppDev,1
E00471,6,423,25,3,AppDev,1
E00471,8,423,26,3,AppDev,1
E00471,1,425,27,2,AppDev,1
E00471,2,429,28,2,AppDev,1
E00471,2,447,29,2,AppDev,1
E00471,3,478,30,3,AppDev,1
E00471,1,479,31,2,AppDev,1
E00471,1,504,32,2,AppDev,1
E00471,7,532,33,3,AppDev,1
E00471,4,535,34,3,AppDev,1
E00471,2,537,35,2,AppDev,1
E00471,7,538,36,3,AppDev,1
E00471,8,572,37,3,AppDev,1
E00471,2,591,38,2,AppDev,1
E00498,7,5,1,3,AppDev,1
E00498,6,14,2,3,AppDev,1
E00498,5,15,3,3,AppDev,1
E00498,16,17,4,3,AppDev,1
E00498,7,18,5,3,AppDev,1
E00498,1,23,6,3,AppDev,1
E00498,8,25,7,3,AppDev,1
E00498,9,26,8,3,AppDev,1
E00498,8,28,9,3,AppDev,1
E00498,14,29,10,3,AppDev,1
E00498,8,30,11,3,AppDev,1
E00498,4,38,12,3,AppDev,1
E00498,5,45,13,3,AppDev,1
E00498,17,47,14,3,AppDev,1
E00498,16,50,15,3,AppDev,1
E00498,8,127,16,3,AppDev,1
E00498,6,130,17,3,AppDev,1
E00498,5,134,18,3,AppDev,1
E00498,5,139,19,3,AppDev,1
E00498,2,143,20,3,AppDev,1
E00498,6,145,21,3,AppDev,1
E00498,18,151,22,3,AppDev,1
E00498,7,156,23,3,AppDev,1
E00498,1,165,24,3,AppDev,1
E00498,5,169,25,3,AppDev,1
E00498,2,181,26,3,AppDev,1
E00498,1,184,27,3,AppDev,1
E00498,6,185,28,3,AppDev,1
E00498,1,186,29,3,AppDev,1
E00498,1,187,30,3,AppDev,1
E00498,6,189,31,3,AppDev,1
E00498,15,192,32,3,AppDev,1
E00498,18,193,33,3,AppDev,1
E00498,6,248,34,3,AppDev,1
E00498,4,251,35,3,AppDev,1
E00498,3,263,36,3,AppDev,1
E00498,3,271,37,3,AppDev,1
E00498,1,272,38,1,AppDev,1
E00498,1,273,39,1,AppDev,1
E00498,1,303,40,1,AppDev,1
E00498,1,304,41,1,AppDev,1
E00498,3,352,42,3,AppDev,1
E00498,3,356,43,3,AppDev,1
E00498,18,378,44,3,AppDev,1
E00498,3,413,45,3,AppDev,1
E00498,18,420,46,3,AppDev,1
E00498,7,432,47,3,AppDev,1
E00498,18,446,48,3,AppDev,1
E00498,7,447,49,3,AppDev,1
E00498,12,532,50,3,AppDev,1
E00498,5,535,51,3,AppDev,1
E00498,4,537,52,3,AppDev,1
E00498,7,538,53,3,AppDev,1
E00498,6,546,54,3,AppDev,1
E00498,4,707,55,3,AppDev,1
E00529,2,18,1,2,AppDev,1
E00529,3,29,2,2,AppDev,1
E00529,4,47,3,3,AppDev,1
E00529,10,50,4,3,AppDev,1
E00529,3,56,5,3,AppDev,1
E00529,3,142,6,3,AppDev,1
E00529,3,143,7,3,AppDev,1
E00529,4,145,8,3,AppDev,1
E00529,10,146,9,3,AppDev,1
E00529,10,151,10,3,AppDev,1
E00529,4,152,11,3,AppDev,1
E00529,6,156,12,3,AppDev,1
E00529,1,159,13,2,AppDev,1
E00529,3,169,14,3,AppDev,1
E00529,1,185,15,2,AppDev,1
E00529,4,189,16,2,AppDev,1
E00529,8,423,17,3,AppDev,1
E00529,1,426,18,3,AppDev,1
E00529,1,427,19,3,AppDev,1
E00529,1,431,20,2,AppDev,1
E00529,1,432,21,3,AppDev,1
E00529,8,446,22,3,AppDev,1
E00529,1,447,23,2,AppDev,1
E00531,4,46,1,2,QA,4
E00531,5,47,2,3,QA,4
E00531,2,50,3,2,QA,4
E00531,2,56,4,2,QA,4
E00531,4,195,5,3,QA,4
E00531,8,218,6,3,QA,4
E00531,3,219,7,3,QA,4
E00531,2,265,8,2,QA,4
E00531,2,271,9,1,QA,4
E00531,6,378,10,2,QA,4
E00531,2,382,11,2,QA,4
E00531,5,443,12,3,QA,4
E00531,8,450,13,4,QA,4
E00531,3,452,14,3,QA,4
E00531,4,572,15,3,QA,4
E00531,8,600,16,4,QA,4
E00531,7,609,17,4,QA,4
E00531,2,613,18,3,QA,4
E00531,3,614,19,3,QA,4
E00531,4,617,20,3,QA,4
E00531,3,618,21,3,QA,4
E00531,3,751,22,2,QA,4
E00570,4,14,1,3,AppDev,1
E00570,12,17,2,4,AppDev,1
E00570,7,18,3,4,AppDev,1
E00570,2,23,4,3,AppDev,1
E00570,15,25,5,5,AppDev,1
E00570,10,26,6,5,AppDev,1
E00570,6,28,7,5,AppDev,1
E00570,15,29,8,5,AppDev,1
E00570,16,47,9,5,AppDev,1
E00570,3,49,10,2,AppDev,1
E00570,17,50,11,5,AppDev,1
E00570,5,56,12,3,AppDev,1
E00570,7,127,13,5,AppDev,1
E00570,3,145,14,3,AppDev,1
E00570,17,146,15,3,AppDev,1
E00570,17,151,16,5,AppDev,1
E00570,17,154,17,5,AppDev,1
E00570,12,156,18,5,AppDev,1
E00570,1,159,19,2,AppDev,1
E00570,1,165,20,3,AppDev,1
E00570,2,184,21,3,AppDev,1
E00570,2,188,22,3,AppDev,1
E00570,5,189,23,3,AppDev,1
E00570,1,271,24,2,AppDev,1
E00570,1,370,25,2,AppDev,1
E00570,3,371,26,2,AppDev,1
E00570,1,374,27,2,AppDev,1
E00570,6,375,28,3,AppDev,1
E00570,1,376,29,2,AppDev,1
E00570,14,378,30,3,AppDev,1
E00570,11,423,31,3,AppDev,1
E00570,5,425,32,3,AppDev,1
E00570,4,427,33,4,AppDev,1
E00570,3,429,34,4,AppDev,1
E00570,4,432,35,4,AppDev,1
E00570,4,433,36,4,AppDev,1
E00570,8,442,37,3,AppDev,1
E00570,17,446,38,5,AppDev,1
E00570,6,447,39,4,AppDev,1
E00570,5,471,40,3,AppDev,1
E00570,3,472,41,3,AppDev,1
E00570,2,474,42,2,AppDev,1
E00570,4,475,43,3,AppDev,1
E00570,5,494,44,3,AppDev,1
E00570,8,535,45,3,AppDev,1
E00570,3,536,46,3,AppDev,1
E00570,7,537,47,4,AppDev,1
E00570,4,538,48,3,AppDev,1
E00570,2,571,49,3,AppDev,1
E00570,14,572,50,4,AppDev,1
E00578,7,190,1,4,AppDev,1
E00578,10,192,2,4,AppDev,1
E00578,12,192,3,4,AppDev,1
E00578,12,193,4,3,AppDev,1
E00578,2,269,5,2,AppDev,1
E00578,2,352,6,3,AppDev,1
E00578,1,353,7,2,AppDev,1
E00578,3,361,8,3,AppDev,1
E00578,3,368,9,4,AppDev,1
E00578,8,387,10,4,AppDev,1
E00578,3,408,11,4,AppDev,1
E00578,5,412,12,4,AppDev,1
E00578,5,442,13,3,AppDev,1
E00864,5,2,1,4,AppDev,1
E00864,5,3,2,4,AppDev,1
E00864,3,4,3,3,AppDev,1
E00864,3,6,4,3,AppDev,1
E00864,2,9,5,2,AppDev,1
E00864,2,10,6,2,AppDev,1
E00864,2,13,7,3,AppDev,1
E00864,3,16,8,4,AppDev,1
E00864,16,30,9,3,AppDev,1
E00864,3,36,10,4,AppDev,1
E00864,1,37,11,1,AppDev,1
E00864,1,38,12,1,AppDev,1
E00864,12,47,13,3,AppDev,1
E00864,20,50,14,3,AppDev,1
E00864,3,143,15,3,AppDev,1
E00864,3,169,16,2,AppDev,1
E00864,2,263,17,2,AppDev,1
E00864,3,268,18,4,AppDev,1
E00864,3,269,19,3,AppDev,1
E00864,1,297,20,1,AppDev,1
E00864,15,421,21,4,AppDev,1
E00864,15,442,22,4,AppDev,1
E00864,2,483,23,3,AppDev,1
E00864,2,529,24,4,AppDev,1
E00864,3,535,25,3,AppDev,1
E00865,1,15,1,3,AppDev,1
E00865,11,17,2,3,AppDev,1
E00865,6,18,3,3,AppDev,1
E00865,2,23,4,3,AppDev,1
E00865,6,26,5,3,AppDev,1
E00865,4,28,6,3,AppDev,1
E00865,6,29,7,3,AppDev,1
E00865,1.5,30,8,3,AppDev,1
E00865,0.3,37,9,2,AppDev,1
E00865,14,47,10,3,AppDev,1
E00865,1,97,11,3,AppDev,1
E00865,2,130,12,3,AppDev,1
E00865,0.5,137,13,2,AppDev,1
E00865,1,139,14,2,AppDev,1
E00865,1.5,143,15,3,AppDev,1
E00865,6,146,16,3,AppDev,1
E00865,11,151,17,3,AppDev,1
E00865,6,154,18,3,AppDev,1
E00865,6,156,19,3,AppDev,1
E00865,0.5,165,20,1,AppDev,1
E00865,0.5,180,21,3,AppDev,1
E00865,0.5,181,22,2,AppDev,1
E00865,3,183,23,3,AppDev,1
E00865,2,184,24,3,AppDev,1
E00865,6,189,25,3,AppDev,1
E00865,15,192,26,3,AppDev,1
E00865,15,193,27,3,AppDev,1
E00865,15,196,28,3,AppDev,1
E00865,15,235,29,3,AppDev,1
E00865,6,245,30,3,AppDev,1
E00865,7,254,31,3,AppDev,1
E00865,3,256,32,2,AppDev,1
E00865,2,271,33,2,AppDev,1
E00865,1.5,352,34,3,AppDev,1
E00865,0,358,35,1,AppDev,1
E00865,1,371,36,2,AppDev,1
E00865,13,378,37,3,AppDev,1
E00865,5,379,38,3,AppDev,1
E00865,1,380,39,2,AppDev,1
E00865,2,382,40,3,AppDev,1
E00865,5,383,41,2,AppDev,1
E00865,5,385,42,3,AppDev,1
E00865,13,388,43,3,AppDev,1
E00865,13,389,44,3,AppDev,1
E00865,1,391,45,2,AppDev,1
E00865,5,406,46,2,AppDev,1
E00865,2,413,47,2,AppDev,1
E00865,13,420,48,3,AppDev,1
E00865,6,423,49,3,AppDev,1
E00865,5,427,50,3,AppDev,1
E00865,5,432,51,3,AppDev,1
E00865,5,433,52,3,AppDev,1
E00865,4,442,53,3,AppDev,1
E00865,15,446,54,3,AppDev,1
E00865,5,447,55,3,AppDev,1
E00865,4,483,56,2,AppDev,1
E00865,4,471,57,2,AppDev,1
E00865,4,475,58,2,AppDev,1
E00865,1.5,495,59,2,AppDev,1
E00865,1.5,497,60,2,AppDev,1
E00865,6,532,61,3,AppDev,1
E00865,3,535,62,3,AppDev,1
