PersonnelNumber,YearsExperience,Skill Id,Skill Level
E01194,1,532,2
E01194,3,535,3
E01194,11,538,4
E01194,9,711,3
E01194,5,714,3
E01194,4,717,3
E01194,7,724,3
E01194,4,728,2
E01194,3,731,3
E01194,4,742,3
E01194,12,748,3
E01194,3,751,3
E01194,2,755,3
E01196,,0,
E01203,,0,
E01204,,0,
E01207,,0,
E01209,5,17,3
E01209,1,18,2
E01209,1,26,2
E01209,2,29,2
E01209,2,45,2
E01209,3,46,3
E01209,12,47,3
E01209,1,124,2
E01209,1,131,2
E01209,1,139,2
E01209,1,141,2
E01209,0.3,142,1
E01209,1,146,2
E01209,1,151,2
E01209,1,156,2
E01209,0.3,169,1
E01209,0.3,184,1
E01209,0.5,184,1
E01209,9,185,4
E01209,2,193,3
E01209,3,225,3
E01209,2,243,2
E01209,2,245,2
E01209,5,246,3
E01209,2,253,3
E01209,0.5,265,2
E01209,1,269,2
E01209,1,287,3
E01209,0.5,294,2
E01209,0.5,299,2
E01209,2,337,2
E01209,1,332,2
E01209,0.5,336,2
E01209,12,378,3
E01209,1,413,2
E01209,10,422,3
E01209,2,423,3
E01209,10,442,3
E01209,10,448,3
E01209,0.5,455,2
E01209,10,470,3
E01209,10,470,4
E01209,0.5,471,2
E01209,0.5,504,1
E01209,8,505,4
E01209,10,505,4
E01209,0.5,508,1
E01209,0.5,535,2
E01209,1,535,2
E01209,10,538,3
E01209,0.5,544,2
E01209,0.5,545,2
E01209,7,546,4
E01209,3,547,4
E01209,4,548,3
E01209,8,551,3
E01209,8,555,3
E01209,1,559,3
E01209,2,572,2
E01209,1,581,1
E01209,6,584,3
E01209,5,608,3
E01209,5,672,3
E01209,1,680,1
E01209,2,711,2
E01209,10,751,2
E01210,,0,
E01211,,0,
E01213,2,2,3
E01213,2,3,3
E01213,4,6,3
E01213,3,13,3
E01213,3,15,3
E01213,1,16,3
E01213,2,30,2
E01213,1,36,3
E01213,5,37,4
E01213,2,38,2
E01213,6,47,3
E01213,4,49,3
E01213,6,124,4
E01213,3,176,3
E01213,2,180,3
E01213,2,374,2
E01213,3,404,3
E01213,6,446,3
E01213,4,535,3
E01213,2,537,2
E01213,4,538,3
E01213,1,566,1
E01213,2,718,3
E01215,1,23,2
E01215,3,26,3
E01215,3,28,3
E01215,5,29,3
E01215,26,46,3
E01215,19,47,3
E01215,16,50,4
E01215,1,136,2
E01215,23,146,4
E01215,23,146,5
E01215,16,154,4
E01215,5,156,4
E01215,3,160,3
E01215,1,165,2
E01215,1,165,3
E01215,1,184,3
E01215,5,189,3
E01215,5,189,4
E01215,19,193,3
E01215,1,198,1
E01215,1,249,3
E01215,7,254,3
E01215,1,271,1
E01215,1,304,1
E01215,5,337,3
E01215,5,339,3
E01215,5,345,3
E01215,3,332,3
E01215,2,374,3
E01215,20,378,3
E01215,4,380,3
E01215,20,420,3
E01215,3,421,2
E01215,7,433,2
E01215,10,442,3
E01215,21,446,4
E01215,11,447,4
E01215,2,535,3
E01215,3,537,3
E01215,8,538,3
E01215,0,563,1
E01215,13,572,3
E01215,0.1,591,1
E01215,2,614,2
E01215,10,685,3
E01215,7,707,3
E01215,5,752,2
E01215,1,753,1
E01217,,0,
E01221,,0,
E01222,,0,
E01228,4,190,3
E01228,4,191,3
E01228,2,192,3
E01228,1,193,1
E01228,7,195,4
E01228,12,196,4
E01228,0.2,198,1
E01228,3,199,3
E01228,4,220,3
E01228,5,224,4
E01228,12,225,4
E01228,1,227,2
E01228,4,228,3
E01228,1.5,229,3
E01228,8,230,4
E01228,2,231,3
E01228,5,232,3
E01228,6,233,3
E01228,12,235,4
E01228,6,236,4
E01230,,0,
E01231,5,17,2
E01231,6,195,3
E01231,4,259,3
E01231,2,339,3
E01231,4,352,3
E01231,8,454,5
E01231,1,490,2
E01231,2,547,1
E01231,7,571,5
E01231,8,572,5
E01231,2,607,2
E01231,2,687,2
E01231,2,711,2
E01233,,0,
E01242,8,145,4
E01242,14,146,5
E01242,14,151,5
E01242,4,156,2
E01242,8,189,4
E01242,7,199,4
E01242,13,225,4
E01242,5,226,5
E01242,8,229,4
E01242,12,232,4
E01242,14,246,4
E01242,3,249,2
E01242,6,254,3
E01242,6,422,4
E01242,6,433,3
E01242,14,445,4
E01242,8,581,3
E01242,14,592,4
E01242,2,621,2
E01242,10,625,3
E01242,6,710,5
E01242,7,711,3
E01242,14,712,4
E01242,5,713,4
E01242,7,714,4
E01242,10,715,5
E01242,7,717,4
E01242,3,719,2
E01242,12,722,3
E01242,10,723,4
E01242,10,724,4
E01242,6,727,5
E01242,4,728,4
E01242,9,729,3
E01242,9,730,3
E01242,6,731,3
E01242,12,732,4
E01242,3,742,2
E01242,12,743,5
E01242,8,747,3
E01242,12,748,3
E01242,8,751,3
E01242,6,752,2
E01242,2,754,2
E01247,,0,
E01248,,0,
E01255,,0,
E01256,,0,
E01257,5,49,3
E01257,10,58,3
E01257,20,197,3
E01257,10,238,3
E01257,20,240,3
E01257,10,245,2
E01257,1,249,3
E01257,5,253,4
E01257,5,254,4
E01257,10,308,2
E01257,1,399,2
E01257,25,422,4
E01257,11,423,4
E01257,6,424,3
E01257,5,425,3
E01257,1,426,3
E01257,20,431,4
E01257,7,432,3
E01257,20,433,4
E01257,20,448,4
E01257,3,451,2
E01257,7,454,4
E01257,5,535,2
E01257,2,571,3
E01257,7,572,4
E01257,5,581,4
E01257,20,584,4
E01257,1,591,1
E01259,,0,
E01263,,0,
E01268,0.5,15,2
E01268,3,18,3
E01268,3,26,3
E01268,3.5,28,3
E01268,3,30,3
E01268,6,47,3
E01268,3,49,2
E01268,0.5,67,2
E01268,1,120,2
E01268,0,134,1
E01268,1,139,2
E01268,1.5,142,3
E01268,2,143,3
E01268,2.5,145,3
E01268,5,146,3
E01268,5,151,3
E01268,5,156,3
E01268,3.5,169,3
E01268,0.5,181,2
E01268,0.5,184,3
E01268,1,271,2
E01268,0,273,1
E01268,2,374,2
E01268,0.5,376,2
E01268,2.5,420,2
E01268,0.5,427,2
E01268,0.5,432,2
E01268,0.5,433,2
E01268,6,446,3
E01268,0.5,447,2
E01270,3,190,2
E01270,5,230,2
E01270,15,231,3
E01270,5,238,3
E01270,4,337,2
E01270,4,338,2
E01270,1,408,3
E01270,3,410,3
E01270,7,432,3
E01270,5,444,2
E01270,5,448,3
E01270,6,454,3
E01270,3,571,2
E01270,5,572,3
E01270,4,581,2
E01270,9,584,3
E01270,10,586,2
E01270,1,591,2
E01270,8,611,2
E01270,3,715,2
E01271,,0,
E01272,,0,
E01276,,0,
E01277,,0,
E01280,,0,
E01281,0.5,219,2
E01281,0.4,245,2
E01281,1,249,2
E01281,1,373,2
E01281,1,375,2
E01281,1,376,2
E01281,4,378,3
E01281,0.5,414,1
E01281,6,423,3
E01281,3,432,3
E01281,4,433,3
E01281,0.4,444,2
E01281,4,452,3
E01281,2,457,3
E01281,1,459,2
E01281,4,460,3
E01281,1,461,2
E01281,1,474,1
E01281,0.5,570,1
E01281,1,571,1
E01281,7,576,3
E01281,7,585,3
E01281,6,600,4
E01281,6,603,4
E01281,3,604,3
E01281,5,607,4
E01281,5,609,4
E01281,6,620,3
E01281,2,621,2
E01281,2,622,3
E01281,5,623,3
E01281,5,625,3
E01281,0.5,627,3
E01281,2,656,3
E01281,0.5,661,1
E01281,3,662,3
E01281,1,674,3
E01281,1,743,1
E01281,1,748,1
E01282,,0,
E01283,,0,
E01285,,0,
E01290,3,47,2
E01290,1,49,1
E01290,2,75,2
E01290,1,196,1
E01290,1,245,1
E01290,5,600,3
E01290,5,601,2
E01290,5,602,2
E01290,5,603,3
E01290,3,604,2
E01290,5,607,3
E01290,5,609,3
E01290,3,611,3
E01290,1,613,1
E01290,1,615,1
E01290,2,617,2
E01290,3,618,3
E01290,2,620,2
E01290,2,621,3
E01290,3,623,2
E01290,5,625,3
E01290,1,648,1
E01290,1,653,2
E01290,3,656,3
E01290,2,661,2
E01290,3,662,3
E01290,3,671,3
E01291,,0,
E01295,,0,
E01296,0.5,46,1
E01296,6,47,3
E01296,3,49,2
E01296,1,50,3
E01296,2,87,3
E01296,1,128,2
E01296,0.5,129,2
E01296,1,139,2
E01296,1,151,1
E01296,7,168,4
E01296,2,182,3
E01296,6,193,3
E01296,0.5,249,2
E01296,1,252,2
E01296,2,253,3
E01296,5,254,3
E01296,1,374,3
E01296,1,375,1
E01296,0.5,376,2
E01296,5,378,3
E01296,1,385,1
E01296,6,423,3
E01296,1,426,2
E01296,2,430,3
E01296,1,431,2
E01296,2,433,3
E01296,2,434,3
E01296,1,442,3
E01296,5,443,3
E01296,6,450,4
E01296,1,452,2
E01296,0.5,480,2
E01296,0.5,481,2
E01296,1,483,2
E01296,1,483,3
E01296,1,471,2
E01296,2,475,2
E01296,1,497,1
E01296,1,497,3
E01296,5,531,3
E01296,2,533,2
E01296,2,535,2
E01296,4,538,3
E01296,1,572,3
E01296,3,576,3
E01296,1,581,1
E01296,5,585,4
E01296,2,587,3
E01296,5,600,2
E01296,5,601,3
E01296,5,602,2
E01296,5,603,4
E01296,4,604,3
E01296,5,605,4
E01296,5,607,4
E01296,5,608,4
E01296,5,609,4
E01296,3,613,2
E01296,2,614,3
E01296,1,615,2
E01296,3,617,3
E01296,4,618,3
E01296,5,620,3
E01296,2,621,3
E01296,4,622,3
E01296,5,623,3
E01296,4,625,3
E01296,1,652,2
E01296,1,653,3
E01296,2,661,3
E01296,5,662,4
E01296,0.5,663,2
E01296,3,671,3
E01296,3,672,4
E01296,0.5,673,2
E01296,1,677,1
E01296,0.5,678,1
E01296,1,680,3
E01296,0.5,684,1
E01296,4,722,1
E01296,2,732,1
E01296,2,743,2
E01296,4,748,2
E01296,1,751,2
E01297,,0,
E01298,,0,
E01300,,0,
E01301,1,2,1
E01301,1,13,3
E01301,3,14,3
E01301,7,15,4
E01301,1,16,1
E01301,13,17,4
E01301,2,18,3
E01301,1,26,3
E01301,1,28,3
E01301,4,29,4
E01301,12,30,4
E01301,3,38,3
E01301,7,45,3
E01301,12,47,4
E01301,2,49,3
E01301,1,56,2
E01301,1,131,3
E01301,1,135,1
E01301,1,143,1
E01301,4,146,3
E01301,20,151,3
E01301,3,156,3
E01301,1,169,2
E01301,2,174,3
E01301,2,180,3
E01301,3,181,4
E01301,3,183,4
E01301,2,189,3
E01301,5,190,3
E01301,5,193,2
E01301,7,232,2
E01301,2,263,3
E01301,1,264,2
E01301,1,271,2
E01301,1,304,2
E01301,2,352,3
E01301,1,353,3
E01301,1,371,2
E01301,15,375,3
E01301,3,376,3
E01301,13,378,4
E01301,13,383,3
E01301,13,389,3
E01301,13,390,4
E01301,5,413,3
E01301,3,423,3
E01301,2,425,2
E01301,2,442,3
E01301,12,446,4
E01301,2,447,2
E01301,1,480,2
E01301,3,471,3
E01301,3,475,3
E01301,2,535,3
E01301,10,685,2
E01301,10,711,3
E01301,2,748,2
E01302,2,15,3
E01302,2,17,3
E01302,2,18,3
E01302,1,21,2
E01302,2,26,3
E01302,2,28,3
E01302,2,30,3
E01302,6,47,3
E01302,1,50,2
E01302,2,124,3
E01302,1,146,2
E01302,1,156,2
E01302,1,159,2
E01302,1,169,2
E01302,1,184,3
E01302,1,189,2
E01302,1,192,2
E01302,1,255,1
E01302,3,378,3
E01302,2,379,3
E01302,2,423,2
E01302,1,433,3
E01302,1,480,2
E01302,2,535,3
E01302,1,538,3
E01302,4,572,2
E01302,1,672,2
E01302,1,741,2
E01302,1,755,2
E01305,,0,
E01306,,0,
E01308,,0,
E01309,5,18,3
E01309,1,23,3
E01309,4,28,3
E01309,11,47,3
E01309,4,124,3
E01309,2,142,2
E01309,1,143,2
E01309,5,146,3
E01309,11,151,3
E01309,5,156,3
E01309,2,169,2
E01309,2,181,3
E01309,2,189,3
E01309,1,263,2
E01309,1,271,2
E01309,7,572,3
E01309,3,590,3
E01309,3,591,3
E01311,,0,
E01314,,0,
E01315,11,18,3
E01315,4,23,3
E01315,3,40,3
E01315,3,42,3
E01315,19,47,4
E01315,5,49,3
E01315,13,193,4
E01315,10,265,4
E01315,1,272,1
E01315,1,273,1
E01315,5,339,3
E01315,5,345,4
E01315,2,352,3
E01315,5,413,4
E01315,2,421,3
E01315,8,442,4
E01315,6,447,3
E01315,7,496,3
E01315,4,535,3
E01315,6,538,3
E01315,1,562,2
E01315,6,581,3
E01315,3,582,2
E01315,5,654,4
E01315,5,673,4
E01315,25,685,3
E01315,25,687,3
E01315,25,688,3
E01315,12,751,3
E01315,22,752,4
E01318,,0,
E01319,5,14,3
E01319,1,15,2
E01319,1,16,1
E01319,5,17,3
E01319,5,18,3
E01319,5,26,3
E01319,1,28,3
E01319,4,29,3
E01319,2,30,3
E01319,2,45,2
E01319,1,46,2
E01319,8,47,3
E01319,5,50,3
E01319,1,124,1
E01319,1,134,2
E01319,1,143,1
E01319,2,145,3
E01319,7,145,3
E01319,5,146,3
E01319,5,151,3
E01319,3,156,3
E01319,1,165,3
E01319,2,165,3
E01319,2,169,2
E01319,3,189,3
E01319,7,189,3
E01319,2,190,3
E01319,2,191,3
E01319,8,193,3
E01319,4,375,3
E01319,1,376,2
E01319,8,378,3
E01319,4,380,3
E01319,4,385,3
E01319,4,406,2
E01319,1,410,3
E01319,3,413,2
E01319,4,427,3
E01319,8,446,3
E01319,2,457,2
E01319,7,460,3
E01319,1,462,1
E01319,1,463,1
E01319,1,473,1
E01319,2,535,3
E01319,4,538,3
E01319,3,581,2
E01321,,0,
E01324,,0,
E01325,5,5,3
E01325,8,17,3
E01325,5,18,3
E01325,2,23,3
E01325,3,25,2
E01325,6,26,3
E01325,5,28,3
E01325,11,29,4
E01325,12,47,4
E01325,11,50,3
E01325,1,142,2
E01325,5,145,3
E01325,7,156,3
E01325,3,160,3
E01325,1,165,2
E01325,1,170,2
E01325,3,172,3
E01325,3,189,3
E01325,8,193,2
E01325,2,305,2
E01325,11,378,3
E01325,3,413,2
E01325,1,424,3
E01325,3,427,3
E01325,2,431,2
E01325,2,433,3
E01325,5,446,3
E01325,1,448,1
E01325,1,454,2
E01325,1,480,1
E01325,1,485,2
E01325,1,491,1
E01325,2,535,2
E01325,1,571,2
E01325,10,572,3
E01325,1,590,3
E01325,5,748,2
E01325,6,752,3
E01326,,0,
E01336,,0,
E01337,7,47,3
E01337,3,50,3
E01337,1.5,127,4
E01337,3,128,2
E01337,1,164,2
E01337,6,168,4
E01337,0.3,169,2
E01337,3,183,2
E01337,1.5,428,3
E01337,1.5,432,3
E01337,2,434,3
E01337,4,443,3
E01337,4,450,3
E01337,2,452,3
E01337,0.5,483,3
E01337,0.5,471,2
E01337,0.5,474,2
E01337,0.5,475,3
E01337,0.2,497,2
E01337,1,530,2
E01337,3,532,3
E01337,2,535,3
E01337,4,601,4
E01337,1,613,3
E01337,0.3,615,3
E01337,3,617,4
E01337,6,618,4
E01337,4,620,4
E01337,1,621,3
E01337,3,622,3
E01337,1,624,3
E01337,5,625,4
E01337,1,648,3
E01337,1,654,3
E01337,3,661,4
E01337,5,662,4
E01337,2,665,3
E01337,6,671,4
E01337,0.3,672,2
E01337,0.5,673,3
E01337,0,697,1
E01337,0.1,728,2
E01337,5,731,4
E01337,4,732,3
E01337,1.5,741,3
E01337,6,752,4
E01337,1,753,2
E01338,1,4,2
E01338,1,16,1
E01338,2,17,2
E01338,4,18,3
E01338,1,21,2
E01338,4,26,3
E01338,4,28,3
E01338,4,29,3
E01338,1,46,2
E01338,4,47,3
E01338,4,50,3
E01338,1,52,2
E01338,1,56,2
E01338,3,127,3
E01338,1,134,1
E01338,3,143,3
E01338,4,145,3
E01338,4,146,3
E01338,1,149,2
E01338,4,151,3
E01338,1,152,3
E01338,4,156,3
E01338,1,159,2
E01338,2,160,3
E01338,1,169,3
E01338,4,183,3
E01338,4,189,3
E01338,4,420,3
E01338,5,446,3
E01338,1,478,2
E01338,0,491,1
E01338,2,535,3
E01338,1,537,2
E01338,3,538,3
E01338,3,572,3
E01338,2,748,2
E01339,,0,
E01340,,0,
E01341,,0,
E01343,,0,
E01346,,0,
E01347,,0,
E01348,,0,
E01352,2,14,3
E01352,3,47,3
E01352,5,49,3
E01352,2,125,3
E01352,2,127,3
E01352,3,128,3
E01352,3,129,3
E01352,3,193,3
E01352,3,245,3
E01352,2,249,3
E01352,3,252,3
E01352,2,253,3
E01352,1,375,3
E01352,1,378,2
E01352,1,420,3
E01352,3,443,3
E01352,2,450,3
E01352,3,481,3
E01352,1,483,3
E01352,2,474,3
E01352,2,531,3
E01352,1,535,2
E01352,3,537,3
E01352,2,538,3
E01352,3,576,2
E01352,2,581,2
E01352,4,585,3
E01352,4,587,3
E01352,2,600,3
E01352,3,602,3
E01352,5,603,3
E01352,3,604,3
E01352,5,607,3
E01352,5,609,3
E01352,2,613,3
E01352,2,614,2
E01352,2,617,3
E01352,3,618,3
E01352,2,661,3
E01352,3,671,3
E01352,1,672,3
E01353,,0,
E01362,5,14,3
E01362,1,15,2
E01362,9,17,3
E01362,3,18,3
E01362,9,25,3
E01362,7,26,3
E01362,7,28,3
E01362,7,29,3
E01362,1,30,2
E01362,3,45,2
E01362,9,47,3
E01362,9,50,3
E01362,7,56,3
E01362,3,124,3
E01362,1,127,2
E01362,2,143,3
E01362,4,145,3
E01362,5,146,3
E01362,9,151,3
E01362,9,156,3
E01362,1,169,2
E01362,1,183,2
E01362,4,189,3
E01362,2,192,2
E01362,9,193,3
E01362,1,232,2
E01362,6,245,3
E01362,1,246,2
E01362,2,249,3
E01362,1,252,2
E01362,7,254,3
E01362,1,374,2
E01362,1,375,2
E01362,7,378,3
E01362,1,413,2
E01362,1,414,2
E01362,9,420,3
E01362,15,446,3
E01362,1,494,2
E01362,2,532,2
E01362,2,535,3
E01362,7,538,3
E01362,2,571,3
E01362,5,572,3
E01362,9,752,3
E01367,,0,
E01368,,0,
E01370,,0,
E01371,,0,
E01372,2,6,2
E01372,3,13,3
E01372,6,15,3
E01372,1,18,2
E01372,2,23,2
E01372,6,25,3
E01372,6,47,3
E01372,6,49,3
E01372,6,50,3
E01372,4,128,3
E01372,2,134,2
E01372,2,136,2
E01372,4,145,3
E01372,6,146,3
E01372,6,151,3
E01372,6,154,3
E01372,4,156,3
E01372,1,170,2
E01372,4,176,3
E01372,6,183,3
E01372,1,257,2
E01372,3,274,2
E01372,1,282,1
E01372,3,305,2
E01372,2,337,2
E01372,3,376,2
E01372,2,377,2
E01372,6,378,3
E01372,4,443,3
E01372,2,503,2
E01372,4,507,2
E01372,2,617,3
E01372,2,661,3
E01374,,0,
E01375,,0,
E01384,,0,
E01385,20,151,2
E01385,18,196,3
E01385,5,229,3
E01385,15,231,3
E01385,18,233,3
E01385,18,235,3
E01385,18,236,3
E01385,5,245,3
E01385,1,408,1
E01385,18,422,3
E01385,7,423,3
E01385,10,424,3
E01385,10,425,3
E01385,10,426,3
E01385,6,427,3
E01385,6,428,3
E01385,7,429,3
E01385,6,430,3
E01385,18,431,3
E01385,15,432,3
E01385,18,433,3
E01385,18,444,3
E01385,18,448,3
E01385,5,451,3
E01385,7,454,3
E01385,6,571,3
E01385,6,572,3
E01385,6,581,3
E01385,18,584,3
E01385,18,586,3
E01385,9,747,2
E01385,9,748,2
E01387,,0,
E01389,,0,
E01390,,0,
E01391,,0,
E01392,5,600,3
E01392,8,603,3
E01392,3,604,3
E01392,5,604,3
E01392,10,607,3
E01392,3,609,3
E01392,1,618,2
E01392,2,623,2
E01392,1,661,1
E01392,5,662,3
E01392,1,671,2
E01392,3,752,3
E01393,,0,
E01394,1,15,2
E01394,4,47,3
E01394,4,49,3
E01394,3,50,3
E01394,2,146,2
E01394,3,156,3
E01394,3,189,3
E01394,2,249,2
E01394,3,254,3
E01394,1,374,1
E01394,3,420,2
E01394,2,478,2
E01394,1,480,2
E01394,2,535,2
E01394,3,538,3
E01394,4,572,2
E01394,4,752,3
E01395,14,190,4
E01395,12,192,3
E01395,19,193,5
E01395,1,352,2
E01395,2,352,3
E01395,1,353,2
E01395,2,361,3
E01395,10,362,4
E01395,10,367,4
E01395,2,368,3
E01395,19,378,5
E01395,10,379,5
E01395,18,380,5
E01395,4,383,3
E01395,18,385,5
E01395,15,386,4
E01395,10,387,4
E01395,10,388,4
E01395,10,389,4
E01395,3,406,3
E01395,1,407,2
E01395,4,408,4
E01395,2,410,3
E01395,1,411,2
E01395,10,412,4
E01395,14,413,5
E01395,1,414,2
E01395,19,420,5
E01395,1,496,2
E01396,10,14,3
E01396,8,18,3
E01396,8,26,3
E01396,1,40,3
E01396,11,45,3
E01396,17,47,4
E01396,5,50,3
E01396,5,56,3
E01396,6,224,3
E01396,14,245,3
E01396,1,247,3
E01396,7,253,3
E01396,14,254,4
E01396,2,264,3
E01396,1,269,2
E01396,3,271,3
E01396,1,304,4
E01396,5,379,3
E01396,5,380,3
E01396,5,420,2
E01396,7,421,3
E01396,13,423,4
E01396,6,424,4
E01396,7,431,4
E01396,5,442,4
E01396,3,483,3
E01396,6,475,3
E01396,5,494,3
E01396,1,497,3
E01396,13,572,4
E01396,7,581,4
E01397,,0,
E01399,,0,
E01404,,0,
E01405,,0,
E01409,5,18,3
E01409,1,23,3
E01409,8,26,3
E01409,1,28,2
E01409,5,29,3
E01409,10,47,3
E01409,10,50,4
E01409,1,136,1
E01409,1,143,3
E01409,2,143,3
E01409,3,145,3
E01409,8,146,3
E01409,10,151,4
E01409,8,156,3
E01409,1,159,2
E01409,4,169,3
E01409,1,184,3
E01409,1,375,2
E01409,10,378,3
E01409,8,420,3
E01409,2,427,2
E01409,1,455,3
E01409,1,463,2
E01409,1,471,2
E01409,1,535,2
E01409,8,538,3
E01409,5,572,3
E01409,1,748,2
E01409,1,752,3
E01409,8,752,3
E01410,,0,
E01411,,0,
E01414,15,14,3
E01414,17,17,3
E01414,7,18,3
E01414,1,23,3
E01414,12,25,3
E01414,7,26,3
E01414,4,28,2
E01414,17,29,3
E01414,2,30,2
E01414,0,42,1
E01414,17,47,3
E01414,17,50,3
E01414,10,56,3
E01414,2,134,2
E01414,4,145,3
E01414,15,146,3
E01414,17,151,3
E01414,12,156,3
E01414,1,184,3
E01414,4,188,3
E01414,5,189,3
E01414,17,193,3
E01414,5,253,3
E01414,5,269,3
E01414,5,271,3
E01414,0,304,2
E01414,5,352,3
E01414,5,358,2
E01414,10,376,2
E01414,17,378,3
E01414,7,379,3
E01414,17,420,3
E01414,5,427,3
E01414,5,429,3
E01414,12,433,3
E01414,5,447,3
E01414,5,483,3
E01414,5,471,3
E01414,0,473,2
E01414,5,475,3
E01414,5,488,3
E01414,3,497,3
E01414,3,535,3
E01414,15,538,3
E01414,5,545,3
E01416,4,14,3
E01416,1,15,3
E01416,5,17,3
E01416,4,18,3
E01416,3,26,3
E01416,1,28,3
E01416,2,29,2
E01416,1,30,2
E01416,8,47,3
E01416,1,56,3
E01416,4,124,3
E01416,2,127,3
E01416,1,139,2
E01416,1,143,2
E01416,1,145,2
E01416,3,146,2
E01416,8,151,3
E01416,1,156,3
E01416,2,169,2
E01416,2,174,3
E01416,2,189,3
E01416,3,190,2
E01416,8,378,3
E01416,1,427,2
E01416,5,572,2
E01416,1,618,2
E01416,1,671,2
E01417,,0,
E01418,1,47,1
E01418,1,182,1
E01418,2,197,2
E01418,2,249,3
E01418,8,254,4
E01418,3,375,2
E01418,6,423,3
E01418,5,428,3
E01418,5,433,3
E01418,14,450,5
E01418,5,452,3
E01418,8,572,4
E01418,8,576,4
E01418,5,581,3
E01418,14,585,5
E01418,4,587,4
E01418,14,600,5
E01418,14,603,5
E01418,6,604,3
E01418,14,605,3
E01418,14,607,5
E01418,14,609,5
E01418,0.5,618,2
E01418,4,623,2
E01418,6,656,3
E01418,2,661,1
E01418,6,662,4
E01418,1,677,2
E01420,,0,
E01421,,0,
E01422,,0,
E01423,,0,
E01425,,0,
E01426,,0,
E01427,2,14,1
E01427,2,15,1
E01427,5,18,2
E01427,2,26,2
E01427,5,29,3
E01427,1,46,1
E01427,6,47,3
E01427,2,49,2
E01427,16,50,4
E01427,3,56,2
E01427,4,124,2
E01427,1,134,1
E01427,5,143,3
E01427,6,145,3
E01427,16,146,3
E01427,16,151,3
E01427,15,154,4
E01427,8,156,3
E01427,2,159,3
E01427,5,160,3
E01427,5,189,3
E01427,2,378,3
E01427,4,421,2
E01427,6,423,3
E01427,1,427,2
E01427,1,428,2
E01427,1,432,2
E01427,1,433,2
E01427,12,446,3
E01427,1,447,2
E01427,2,495,1
E01427,2,500,2
E01427,1,501,1
E01427,6,532,3
E01427,5,535,3
E01427,6,538,3
E01427,19,748,3
E01427,5,752,3
E01428,,0,
E01429,15,14,3
E01429,15,17,3
E01429,5,18,3
E01429,3,22,3
E01429,5,25,3
E01429,7,26,3
E01429,5,30,3
E01429,7,45,3
E01429,13,47,3
E01429,13,56,3
E01429,5,127,3
E01429,7,183,3
E01429,10,378,3
E01429,5,427,3
E01429,5,433,3
E01429,15,446,3
E01429,10,471,3
E01429,10,475,3
E01429,10,538,3
E01430,,0,
E01431,5,18,3
E01431,5,26,3
E01431,6,28,3
E01431,10,29,3
E01431,10,47,3
E01431,10,50,3
E01431,2,143,3
E01431,10,151,3
E01431,6,156,3
E01431,5,337,2
E01431,9,338,3
E01431,9,339,3
E01431,5,342,3
E01431,3,343,3
E01431,6,332,3
E01431,5,334,3
E01431,5,336,3
E01431,10,378,3
E01431,3,380,3
E01431,4,431,3
E01431,10,446,3
E01431,5,538,3
E01431,9,715,3
E01431,9,717,3
E01431,5,751,3
E01431,5,752,3
E01432,0.5,13,2
E01432,1.5,13,3
E01432,1,18,2
E01432,2,26,2
E01432,0.5,37,2
E01432,5,47,3
E01432,3,337,3
E01432,3,338,3
E01432,3,339,3
E01432,10,378,3
E01432,2,413,2
E01432,1,474,2
E01432,0.5,493,2
E01432,1.5,535,3
E01433,,0,
E01434,1,47,1
E01434,1,182,1
E01434,1,218,2
E01434,2,249,2
E01434,2,254,2
E01434,5,378,3
E01434,2,433,2
E01434,2,450,3
E01434,2,452,2
E01434,4,600,3
E01434,4,603,3
E01434,4,607,3
E01434,1,608,1
E01434,4,609,3
E01434,1,622,2
E01434,4,623,3
E01434,4,625,3
E01434,1,661,1
E01434,2,662,2
E01434,1,671,1
E01435,,0,
E01436,10,17,3
E01436,10,18,3
E01436,10,25,3
E01436,10,26,3
E01436,10,28,3
E01436,10,29,3
E01436,10,45,3
E01436,10,47,3
E01436,10,50,3
E01436,10,134,3
E01436,3,143,3
E01436,4,143,3
E01436,4,145,3
E01436,10,146,3
E01436,10,151,3
E01436,10,156,3
E01436,2,159,3
E01436,1,165,3
E01436,2,169,3
E01436,10,189,3
E01436,5,191,3
E01436,5,192,3
E01436,5,195,3
E01436,5,196,3
E01436,5,201,3
E01436,5,220,3
E01436,5,222,3
E01436,5,225,3
E01436,5,232,3
E01436,5,233,3
E01436,5,236,3
E01436,5,242,3
E01436,5,243,3
E01436,5,245,3
E01436,5,252,3
E01436,5,253,3
E01436,5,254,3
E01436,2,269,2
E01436,2,271,2
E01436,1,301,1
E01436,1,303,1
E01436,1,304,1
E01436,5,352,3
E01436,1,358,3
E01436,1,374,1
E01436,5,375,3
E01436,2,376,3
E01436,10,378,3
E01436,5,379,3
E01436,5,380,3
E01436,5,382,3
E01436,5,383,3
E01436,1,387,1
E01436,5,389,3
E01436,5,390,3
E01436,5,391,3
E01436,5,406,3
E01436,5,413,3
E01436,10,420,3
E01436,4,423,3
E01436,6,427,3
E01436,6,431,3
E01436,4,444,3
E01436,10,446,3
E01436,6,447,3
E01436,6,454,3
E01436,3,479,3
E01436,2,483,3
E01436,1,491,1
E01436,2,531,3
E01436,3,535,3
E01436,2,571,2
E01436,2,572,2
E01436,2,581,2
E01436,4,584,2
E01436,4,585,2
E01436,3,617,2
