Skill Id,Description,Skill Area Id
596,Project Management\Other\Manage status reports from the project team/ analyze results/ and troubleshoot problem areas,9
597,Project Management\Other\Methodology: Waterfall,9
598,Project Management\Other\Track project metrics using MS Project and/or MS Excel,9
599,Project Management\Other\Waterfall,9
600,Quality Engineering\Activities\Exploratory Testing,10
601,Quality Engineering\Activities\Risk Identification,10
602,Quality Engineering\Activities\Test Data Management,10
603,Quality Engineering\Activities\Test Design,10
604,Quality Engineering\Activities\Test Reporting,10
605,Quality Engineering\Activities\Test Selection,10
606,Quality Engineering\Area\Accessibility,10
607,Quality Engineering\Area\Fuctional,10
608,Quality Engineering\Area\Integration,10
609,Quality Engineering\Area\Regression,10
610,Quality Engineering\Area\System Testing,10
611,Quality Engineering\Area\User Acceptance Testing,10
612,Quality Engineering\Automation\Data Warehouse /BI,10
613,Quality Engineering\Automation\Database,10
614,Quality Engineering\Automation\Load/ Performance/ Stress,10
615,Quality Engineering\Automation\Mobile,10
616,Quality Engineering\Automation\Thick Client,10
617,Quality Engineering\Automation\Web Service,10
618,Quality Engineering\Automation\Web Site,10
619,Quality Engineering\Manual\Data Warehouse /BI,10
620,Quality Engineering\Manual\Database,10
621,Quality Engineering\Manual\Mobile,10
622,Quality Engineering\Manual\Reports,10
623,Quality Engineering\Manual\SQL,10
624,Quality Engineering\Manual\Thick Client,10
625,Quality Engineering\Manual\Web Site,10
626,Quality Engineering\Other\Application Security Scanning/Testing,10
627,Quality Engineering\Other\Helix - TestTrack,10
628,Quality Engineering\Other\MSVS TFS,10
629,Quality Engineering\Other\QAO startups,10
630,Quality Engineering\Other\SOATest,10
631,Quality Engineering\Other\Swagger API Management Tool,10
632,Quality Engineering\Other\Teaching Software Quality and Testing at the Graduate level.,10
633,Quality Engineering\Other\Tools: Azure DevOps,10
634,Quality Engineering\Other\Tools: Helix ALM,10
635,Quality Engineering\Other\Tools: IBM Rational Team Concert,10
636,Quality Engineering\Other\Tools: Integrity Manager,10
637,Quality Engineering\Other\Tools: Java Eclipse IDE,10
638,Quality Engineering\Other\Tools: JIRA,10
639,Quality Engineering\Other\Tools: Microsoft Excel,10
640,Quality Engineering\Other\Tools: Puppeteersharp,10
641,Quality Engineering\Other\Tools: SpiraTest,10
642,Quality Engineering\Other\Tools: TestLab,10
643,Quality Engineering\Other\Tools: VersionOne,10
644,Quality Engineering\Other\Tools: Visual Studio Team Services,10
645,Quality Engineering\Other\Tools: Xray for JIRA,10
646,Quality Engineering\Other\Web Service Testing,10
647,Quality Engineering\Tools\Allure,10
648,Quality Engineering\Tools\Appium,10
649,Quality Engineering\Tools\AutoIt,10
650,Quality Engineering\Tools\Azure Test Plans,10
651,Quality Engineering\Tools\Bonfire,10
652,Quality Engineering\Tools\BrowserStack,10
653,Quality Engineering\Tools\Coded-UI,10
654,Quality Engineering\Tools\Cucumber,10
655,Quality Engineering\Tools\Geb,10
656,Quality Engineering\Tools\HP Quality Center,10
657,Quality Engineering\Tools\Jasmine,10
658,Quality Engineering\Tools\JMeter,10
659,Quality Engineering\Tools\LoadRunner,10
660,Quality Engineering\Tools\LoadUI,10
661,Quality Engineering\Tools\MAQS,10
662,Quality Engineering\Tools\MS Test Manager (MTM),10
663,Quality Engineering\Tools\Perfecto Mobile,10
664,Quality Engineering\Tools\Postman,10
665,Quality Engineering\Tools\Protractor,10
666,Quality Engineering\Tools\QMetry,10
667,Quality Engineering\Tools\QTest,10
668,Quality Engineering\Tools\Ranorex,10
669,Quality Engineering\Tools\SauceLabs,10
670,Quality Engineering\Tools\SeeTest,10
671,Quality Engineering\Tools\Selenium,10
672,Quality Engineering\Tools\SoapUI,10
673,Quality Engineering\Tools\SpecFlow,10
674,Quality Engineering\Tools\SpiraTest,10
675,Quality Engineering\Tools\Telerik Test Studio,10
676,Quality Engineering\Tools\Test Partner,10
677,Quality Engineering\Tools\TestComplete,10
678,Quality Engineering\Tools\TestRail,10
679,Quality Engineering\Tools\UFT (formerly QTP),10
680,Quality Engineering\Tools\VS Load Testing,10
681,Quality Engineering\Tools\Windows Application Driver,10
682,Quality Engineering\Tools\Winium,10
683,Quality Engineering\Tools\Xamarin Test Cloud,10
684,Quality Engineering\Tools\Zephyr,10
685,Security Experience\Security\Firewalls,11
686,Security Experience\Security\GDPR,11
687,Security Experience\Security\Infrastructure,11
688,Security Experience\Security\ISO,11
689,Security Experience\Security\NIST,11
690,Security Experience\Security\Other,11
691,Security Experience\Security\Other: Active Directory Federation Services (ADFS),11
692,Security Experience\Security\Other: Allow/Deny Port Access,11
693,Security Experience\Security\Other: Checkmarx,11
694,Security Experience\Security\Other: DevSecOps,11
695,Security Experience\Security\Other: I was on 5 security projects at EY,11
696,Security Experience\Security\Other: Magenic Security Training,11
697,Security Experience\Security\Other: No Experience,11
698,Security Experience\Security\Other: No Experience. Required to answer for profile.,11
699,Security Experience\Security\Other: OWASP Security,11
700,Security Experience\Security\Other: Security Assessments,11
701,Security Experience\Security\Other: Standard Magenic Security Training,11
702,Security Experience\Security\Other: STRIDE Analysis,11
703,Security Experience\Security\Other: Team Developed OAuth Service,11
704,Security Experience\Security\Other: Threat Analysis,11
705,Security Experience\Security\Other: Veracode,11
706,Security Experience\Security\Other: Vulnerability Management,11
707,Security Experience\Security\OWASP,11
708,Security Experience\Security\PCI,11
709,Security Experience\Security\STRIDE,11
710,User Experience\Design\Android,12
711,User Experience\Design\Desktop Applications,12
712,User Experience\Design\Icon design,12
713,User Experience\Design\iOS,12
714,User Experience\Design\Mobile Web,12
715,User Experience\Design\SharePoint Branding & Customization,12
716,User Experience\Design\Video / Animation / Motion Graphics,12
717,User Experience\Design\Web / Responsive Design,12
718,User Experience\Design\Xamarin / Xamarin.Forms,12
719,User Experience\Disciplines\Accessibility testing (compliance),12
720,User Experience\Disciplines\Design Strategy/ Ideation & Conceptualization,12
721,User Experience\Disciplines\Design Thinking,12
722,User Experience\Disciplines\Graphic design (branding / logos etc.),12
723,User Experience\Disciplines\Heuristics / Competitive Analysis,12
724,User Experience\Disciplines\Information architecture/ wireframing/ site-mapping,12
725,User Experience\Disciplines\Journey Mapping,12
726,User Experience\Disciplines\Pattern Libraries / Design Systems,12
727,User Experience\Disciplines\Rapid Prototyping,12
728,User Experience\Disciplines\Stakeholder Interviews / Discovery,12
729,User Experience\Disciplines\Usability Testing,12
730,User Experience\Disciplines\User Research / Persona Creation,12
731,User Experience\Disciplines\User Scenario Identification / User Stories,12
732,User Experience\Disciplines\Writing / copy editing,12
733,User Experience\Other\Azure DevOps (formerly TFS online),12
734,User Experience\Other\Balsamic Wireframing,12
735,User Experience\Other\Google analytics,12
736,User Experience\Other\Information Architecture,12
737,User Experience\Other\Office UI Fabric (Responsive Design and O365 Standards),12
738,User Experience\Other\Tools: Blend for Visual Studio,12
739,User Experience\Other\Tools: Confluence,12
740,User Experience\Other\Tools: HPQC,12
741,User Experience\Tools\Azure,12
742,User Experience\Tools\Expression Blend / SketchFlow,12
743,User Experience\Tools\Illustrator,12
744,User Experience\Tools\Invision Prototyping,12
745,User Experience\Tools\InVision Studio,12
746,User Experience\Tools\Other (Please specify in notes),12
747,User Experience\Tools\Paper Sketching & Prototyping,12
748,User Experience\Tools\Photoshop,12
749,User Experience\Tools\Realtime Board,12
750,User Experience\Tools\Sketch,12
751,User Experience\Tools\Visio,12
752,User Experience\Tools\Visual Studio (TFS),12
753,User Experience\Tools\Xcode / Interface Builder,12
754,User Experience\zNOT IN USE\Design: Windows 8,12
755,User Experience\zNOT IN USE\Design: Windows Phone,12
